Strategy,K,Track,FS,Gap,FavMin,Cond,Card,Races,Hits,ROI%,HitRate%,AvgPay,TrainROI%,TestROI%,LOOCV_PosYrs,LOOCV_PosRatio,LOOCV_MedianROI,LOOCV_MeanROI
K1W8_MTH_FS10-11_Gap0.15_Fav0.35_all_all,8,MTH,10-11,0.15,0.35,all,all,279,115,-2.88,41.22,494.82,0.12,-11.02,6/15,0.4,-14.79,-0.3
K1W8_MTH_FS10-12_Gap0.05_Fav0.35_fast_midlate,8,MTH,10-12,0.05,0.35,fast,midlate,233,92,-2.88,39.48,516.52,-6.69,7.16,6/15,0.4,-22.67,2.5
K1W8_KEE_FS11-12_Gap0.10_Fav0.00_fast_midlate,8,KEE,11-12,0.1,0.0,fast,midlate,261,44,-2.89,16.86,1209.74,19.78,-58.06,6/15,0.4,-46.59,-21.0
K1W7_KEE_FS10-11_Gap0.05_Fav0.30_all_all,7,KEE,10-11,0.05,0.3,all,all,396,92,-2.9,23.23,501.53,-0.53,-6.4,6/15,0.4,-10.81,-6.9
K1W7_CD_FS11-14_Gap0.20_Fav0.35_all_late,7,CD,11-14,0.2,0.35,all,late,179,37,-2.91,20.67,563.63,-10.65,10.01,6/15,0.4,-34.92,-7.5
K1W8_CD_FS10-13_Gap0.20_Fav0.00_all_all,8,CD,10-13,0.2,0.0,all,all,467,139,-2.93,29.76,684.84,-9.88,5.64,6/15,0.4,-21.88,-5.0
K1W8_CD_FS10-13_Gap0.20_Fav0.30_all_all,8,CD,10-13,0.2,0.3,all,all,467,139,-2.93,29.76,684.84,-9.88,5.64,6/15,0.4,-21.88,-5.0
K1W7_CD_FS11-13_Gap0.20_Fav0.40_all_all,7,CD,11-13,0.2,0.4,all,all,176,36,-2.93,20.45,569.47,-20.6,19.79,6/15,0.4,-29.08,-8.3
K1W8_MTH_FS10-12_Gap0.22_Fav0.40_fast_midlate,8,MTH,10-12,0.22,0.4,fast,midlate,132,55,-2.94,41.67,489.2,-7.6,9.5,6/15,0.4,-15.7,13.0
K1W8_CD_FS10-11_Gap0.25_Fav0.40_fast_late,8,CD,10-11,0.25,0.4,fast,late,72,31,-2.96,43.06,473.3,-16.98,14.56,6/15,0.4,-8.34,1.6
K1W7_CD_FS11-13_Gap0.05_Fav0.35_all_late,7,CD,11-13,0.05,0.35,all,late,222,47,-3.09,21.17,549.29,-4.96,0.3,6/15,0.4,-37.31,-1.7
K1W7_CD_FS10-11_Gap0.22_Fav0.00_all_all,7,CD,10-11,0.22,0.0,all,all,257,69,-3.15,26.85,432.89,-8.82,3.44,6/15,0.4,-1.71,2.6
K1W7_CD_FS10-11_Gap0.22_Fav0.30_all_all,7,CD,10-11,0.22,0.3,all,all,257,69,-3.15,26.85,432.89,-8.82,3.44,6/15,0.4,-1.71,2.6
K1W7_CD_FS10-12_Gap0.25_Fav0.00_fast_late,7,CD,10-12,0.25,0.0,fast,late,142,37,-3.15,26.06,446.04,6.13,-18.27,6/15,0.4,-16.04,-2.3
K1W7_CD_FS10-12_Gap0.25_Fav0.30_fast_late,7,CD,10-12,0.25,0.3,fast,late,142,37,-3.15,26.06,446.04,6.13,-18.27,6/15,0.4,-16.04,-2.3
K1W7_CD_FS10-12_Gap0.25_Fav0.35_fast_late,7,CD,10-12,0.25,0.35,fast,late,142,37,-3.15,26.06,446.04,6.13,-18.27,6/15,0.4,-16.04,-2.3
K1W8_AQU_FS11-14_Gap0.10_Fav0.30_all_all,8,AQU,11-14,0.1,0.3,all,all,257,65,-3.16,25.29,804.07,-25.28,44.9,6/15,0.4,-19.69,3.0
K1W7_CD_FS10-12_Gap0.05_Fav0.00_all_midlate,7,CD,10-12,0.05,0.0,all,midlate,1448,256,-3.17,17.68,657.25,-1.31,-6.05,6/15,0.4,-14.49,-1.3
K1W7_CD_FS10-11_Gap0.15_Fav0.30_all_all,7,CD,10-11,0.15,0.3,all,all,479,116,-3.17,24.22,479.79,-7.62,2.71,6/15,0.4,-12.97,-1.1
K1W8_CD_FS10-14_Gap0.20_Fav0.00_fast_all,8,CD,10-14,0.2,0.0,fast,all,404,121,-3.22,29.95,678.59,-8.85,3.94,6/15,0.4,-10.31,-7.1
K1W8_CD_FS10-14_Gap0.20_Fav0.30_fast_all,8,CD,10-14,0.2,0.3,fast,all,404,121,-3.22,29.95,678.59,-8.85,3.94,6/15,0.4,-10.31,-7.1
K1W7_CD_FS10-11_Gap0.10_Fav0.30_all_all,7,CD,10-11,0.1,0.3,all,all,646,155,-3.23,23.99,483.98,-3.69,-2.54,6/15,0.4,-8.98,-1.9
K1W8_MTH_FS10-13_Gap0.10_Fav0.35_all_midlate,8,MTH,10-13,0.1,0.35,all,midlate,253,102,-3.24,40.32,503.99,-7.73,8.47,6/15,0.4,-10.39,4.8
K1W8_MTH_FS10-14_Gap0.10_Fav0.35_all_midlate,8,MTH,10-14,0.1,0.35,all,midlate,253,102,-3.24,40.32,503.99,-7.73,8.47,6/15,0.4,-10.39,4.8
K1W8_CD_FS10-12_Gap0.22_Fav0.35_all_all,8,CD,10-12,0.22,0.35,all,all,371,118,-3.25,31.81,638.82,-14.03,10.67,6/15,0.4,-17.58,-5.2
K1W8_AQU_FS10-13_Gap0.20_Fav0.00_all_midlate,8,AQU,10-13,0.2,0.0,all,midlate,231,79,-3.25,34.2,594.08,-14.79,20.29,6/15,0.4,-14.89,-5.7
K1W8_AQU_FS10-13_Gap0.20_Fav0.30_all_midlate,8,AQU,10-13,0.2,0.3,all,midlate,231,79,-3.25,34.2,594.08,-14.79,20.29,6/15,0.4,-14.89,-5.7
K1W7_CD_FS11-13_Gap0.22_Fav0.40_all_all,7,CD,11-13,0.22,0.4,all,all,170,35,-3.26,20.59,563.85,-23.98,22.98,6/15,0.4,-26.53,-8.1
K1W8_AQU_FS10-11_Gap0.20_Fav0.40_fast_all,8,AQU,10-11,0.2,0.4,fast,all,124,50,-3.27,40.32,503.75,-21.04,47.82,6/15,0.4,-25.09,8.2
K1W7_CD_FS11-14_Gap0.22_Fav0.40_fast_all,7,CD,11-14,0.22,0.4,fast,all,156,33,-3.3,21.15,548.54,-19.76,19.14,6/15,0.4,-26.53,-4.5
K1W8_AQU_FS10-11_Gap0.10_Fav0.35_fast_midlate,8,AQU,10-11,0.1,0.35,fast,midlate,195,69,-3.34,35.38,573.65,-29.46,61.49,6/15,0.4,-6.04,4.5
K1W8_AQU_FS10-12_Gap0.22_Fav0.40_fast_midlate,8,AQU,10-12,0.22,0.4,fast,midlate,114,45,-3.34,39.47,514.21,-21.81,43.98,6/15,0.4,-22.12,11.9
K1W8_AQU_FS10-13_Gap0.22_Fav0.40_fast_midlate,8,AQU,10-13,0.22,0.4,fast,midlate,114,45,-3.34,39.47,514.21,-21.81,43.98,6/15,0.4,-22.12,11.9
K1W8_AQU_FS11-12_Gap0.20_Fav0.00_fast_all,8,AQU,11-12,0.2,0.0,fast,all,79,20,-3.4,25.32,801.32,-46.16,88.98,6/15,0.4,-36.46,56.8
K1W8_AQU_FS11-12_Gap0.20_Fav0.30_fast_all,8,AQU,11-12,0.2,0.3,fast,all,79,20,-3.4,25.32,801.32,-46.16,88.98,6/15,0.4,-36.46,56.8
K1W8_SA_FS10-12_Gap0.10_Fav0.35_fast_midlate,8,SA,10-12,0.1,0.35,fast,midlate,422,144,-3.41,34.12,594.46,-9.18,10.48,6/15,0.4,-9.7,-6.1
K1W8_KEE_FS10-14_Gap0.10_Fav0.30_all_all,8,KEE,10-14,0.1,0.3,all,all,592,151,-3.42,25.51,795.12,-2.95,-4.09,6/15,0.4,-8.83,-4.7
K1W7_CD_FS11-12_Gap0.22_Fav0.00_all_late,7,CD,11-12,0.22,0.0,all,late,145,31,-3.42,21.38,542.07,-0.02,-8.69,6/15,0.4,-28.42,-1.2
K1W7_CD_FS11-12_Gap0.22_Fav0.30_all_late,7,CD,11-12,0.22,0.3,all,late,145,31,-3.42,21.38,542.07,-0.02,-8.69,6/15,0.4,-28.42,-1.2
K1W8_CD_FS10-13_Gap0.10_Fav0.00_all_late,8,CD,10-13,0.1,0.0,all,late,693,188,-3.43,27.13,747.58,-9.48,6.24,6/15,0.4,-4.4,-2.0
K1W8_CD_FS11-13_Gap0.05_Fav0.00_fast_all,8,CD,11-13,0.05,0.0,fast,all,969,219,-3.44,22.6,897.22,-9.86,6.09,6/15,0.4,-9.15,-0.6
K1W8_CD_FS10-12_Gap0.20_Fav0.00_fast_late,8,CD,10-12,0.2,0.0,fast,late,228,72,-3.44,31.58,642.11,-2.51,-4.9,6/15,0.4,-13.33,-6.6
K1W8_CD_FS10-12_Gap0.20_Fav0.30_fast_late,8,CD,10-12,0.2,0.3,fast,late,228,72,-3.44,31.58,642.11,-2.51,-4.9,6/15,0.4,-13.33,-6.6
K1W7_CD_FS11-13_Gap0.22_Fav0.35_all_late,7,CD,11-13,0.22,0.35,all,late,148,32,-3.45,21.62,535.88,-1.25,-7.06,6/15,0.4,-20.46,-1.5
K1W7_CD_FS11-12_Gap0.20_Fav0.40_all_all,7,CD,11-12,0.2,0.4,all,all,174,35,-3.46,20.11,575.91,-21.92,19.79,6/15,0.4,-29.08,-9.2
K1W8_AQU_FS11-13_Gap0.10_Fav0.30_all_all,8,AQU,11-13,0.1,0.3,all,all,253,63,-3.51,24.9,813.69,-24.85,44.36,6/15,0.4,-19.69,5.6
K1W7_KEE_FS11-12_Gap0.10_Fav0.30_fast_all,7,KEE,11-12,0.1,0.3,fast,all,285,52,-3.54,18.25,634.42,-12.42,12.16,6/15,0.4,-2.15,-1.5
K1W8_KEE_FS10-11_Gap0.10_Fav0.00_all_midlate,8,KEE,10-11,0.1,0.0,all,midlate,315,78,-3.55,24.76,817.99,11.45,-32.29,6/15,0.4,-10.19,-11.1
K1W8_SA_FS10-12_Gap0.05_Fav0.35_fast_midlate,8,SA,10-12,0.05,0.35,fast,midlate,426,147,-3.58,34.51,586.79,-9.27,9.98,6/15,0.4,-8.85,-5.9
K1W7_CD_FS11-14_Gap0.10_Fav0.30_fast_all,7,CD,11-14,0.1,0.3,fast,all,490,94,-3.59,19.18,603.11,-7.34,1.67,6/15,0.4,-18.14,-3.2
K1W8_AQU_FS10-11_Gap0.20_Fav0.40_all_midlate,8,AQU,10-11,0.2,0.4,all,midlate,137,55,-3.62,40.15,504.15,-13.46,17.19,6/15,0.4,-16.73,-1.3
K1W8_KEE_FS11-14_Gap0.20_Fav0.35_all_all,8,KEE,11-14,0.2,0.35,all,all,191,46,-3.64,24.08,840.22,-6.46,-0.34,6/15,0.4,-13.32,1.1
K1W8_MTH_FS10-13_Gap0.05_Fav0.35_fast_midlate,8,MTH,10-13,0.05,0.35,fast,midlate,235,92,-3.71,39.15,516.52,-6.69,3.91,6/15,0.4,-22.67,1.8
K1W8_MTH_FS10-14_Gap0.05_Fav0.35_fast_midlate,8,MTH,10-14,0.05,0.35,fast,midlate,235,92,-3.71,39.15,516.52,-6.69,3.91,6/15,0.4,-22.67,1.8
K1W7_MTH_FS10-11_Gap0.05_Fav0.30_fast_midlate,7,MTH,10-11,0.05,0.3,fast,midlate,331,98,-3.72,29.61,390.23,6.05,-33.39,6/15,0.4,-5.27,0.5
K1W8_CD_FS10-11_Gap0.05_Fav0.30_fast_late,8,CD,10-11,0.05,0.3,fast,late,347,112,-3.77,32.28,626.07,-12.34,10.88,6/15,0.4,-17.3,-2.4
K1W8_KEE_FS10-14_Gap0.15_Fav0.00_fast_all,8,KEE,10-14,0.15,0.0,fast,all,400,95,-3.78,23.75,850.78,-3.96,-3.45,6/15,0.4,-13.42,-0.6
K1W8_CD_FS10-12_Gap0.10_Fav0.30_fast_midlate,8,CD,10-12,0.1,0.3,fast,midlate,614,179,-3.8,29.15,692.99,-10.27,7.01,6/15,0.4,-12.33,-2.7
K1W8_AQU_FS10-14_Gap0.20_Fav0.00_all_midlate,8,AQU,10-14,0.2,0.0,all,midlate,233,80,-3.8,34.33,588.39,-15.34,19.58,6/15,0.4,-14.89,-7.0
K1W8_AQU_FS10-14_Gap0.20_Fav0.30_all_midlate,8,AQU,10-14,0.2,0.3,all,midlate,233,80,-3.8,34.33,588.39,-15.34,19.58,6/15,0.4,-14.89,-7.0
K1W7_CD_FS11-12_Gap0.22_Fav0.40_all_all,7,CD,11-12,0.22,0.4,all,all,168,34,-3.82,20.24,570.31,-25.43,22.98,6/15,0.4,-26.53,-8.9
K1W7_MTH_FS10-11_Gap0.05_Fav0.30_all_midlate,7,MTH,10-11,0.05,0.3,all,midlate,366,106,-3.83,28.96,398.45,2.93,-25.2,6/15,0.4,-12.5,2.7
K1W8_MTH_FS10-13_Gap0.22_Fav0.40_all_midlate,8,MTH,10-13,0.22,0.4,all,midlate,147,61,-3.9,41.5,486.35,-8.25,6.29,6/15,0.4,-25.71,8.6
K1W8_MTH_FS10-14_Gap0.22_Fav0.40_all_midlate,8,MTH,10-14,0.22,0.4,all,midlate,147,61,-3.9,41.5,486.35,-8.25,6.29,6/15,0.4,-25.71,8.6
K1W8_CD_FS10-13_Gap0.05_Fav0.00_all_midlate,8,CD,10-13,0.05,0.0,all,midlate,1471,343,-3.91,23.32,865.36,-12.71,9.64,6/15,0.4,-12.12,-2.1
K1W7_CD_FS11-12_Gap0.22_Fav0.40_fast_all,7,CD,11-12,0.22,0.4,fast,all,154,32,-3.91,20.78,554.93,-21.19,19.14,6/15,0.4,-26.53,-5.1
K1W8_CD_FS10-13_Gap0.10_Fav0.30_fast_midlate,8,CD,10-13,0.1,0.3,fast,midlate,620,181,-3.92,29.19,691.13,-10.54,7.07,6/15,0.4,-12.33,-2.3
K1W8_AQU_FS11-12_Gap0.10_Fav0.30_all_all,8,AQU,11-12,0.1,0.3,all,all,246,61,-3.93,24.8,813.59,-23.54,41.65,6/15,0.4,-19.69,7.1
K1W8_MTH_FS10-13_Gap0.15_Fav0.30_fast_midlate,8,MTH,10-13,0.15,0.3,fast,midlate,263,99,-3.94,37.64,535.87,-10.28,13.54,6/15,0.4,-22.67,-6.7
K1W8_MTH_FS10-14_Gap0.15_Fav0.30_fast_midlate,8,MTH,10-14,0.15,0.3,fast,midlate,263,99,-3.94,37.64,535.87,-10.28,13.54,6/15,0.4,-22.67,-6.7
K1W7_CD_FS11-14_Gap0.05_Fav0.35_all_late,7,CD,11-14,0.05,0.35,all,late,224,47,-3.96,20.98,549.29,-5.62,-0.96,6/15,0.4,-37.31,-1.9
K1W7_CD_FS10-13_Gap0.05_Fav0.00_all_midlate,7,CD,10-13,0.05,0.0,all,midlate,1471,259,-3.97,17.61,654.47,-2.12,-6.82,6/15,0.4,-16.74,-1.8
K1W7_CD_FS11-14_Gap0.20_Fav0.40_all_all,7,CD,11-14,0.2,0.4,all,all,178,36,-4.02,20.22,569.47,-22.17,19.79,6/15,0.4,-29.08,-8.3
K1W8_AQU_FS10-12_Gap0.22_Fav0.00_all_all,8,AQU,10-12,0.22,0.0,all,all,238,84,-4.03,35.29,571.02,-7.38,4.18,6/15,0.4,-11.37,-6.4
K1W8_AQU_FS10-12_Gap0.22_Fav0.30_all_all,8,AQU,10-12,0.22,0.3,all,all,238,84,-4.03,35.29,571.02,-7.38,4.18,6/15,0.4,-11.37,-6.4
K1W8_AQU_FS10-12_Gap0.22_Fav0.35_all_all,8,AQU,10-12,0.22,0.35,all,all,238,84,-4.03,35.29,571.02,-7.38,4.18,6/15,0.4,-11.37,-6.4
K1W8_AQU_FS10-13_Gap0.25_Fav0.40_all_midlate,8,AQU,10-13,0.25,0.4,all,midlate,132,49,-4.2,37.12,541.93,-15.2,27.49,6/15,0.4,-16.73,-1.4
K1W7_CD_FS10-13_Gap0.10_Fav0.30_fast_all,7,CD,10-13,0.1,0.3,fast,all,789,172,-4.37,21.8,526.39,-10.03,4.22,6/15,0.4,-11.29,-6.4
K1W7_CD_FS10-11_Gap0.15_Fav0.00_all_all,7,CD,10-11,0.15,0.0,all,all,485,116,-4.37,23.92,479.79,-8.95,1.73,6/15,0.4,-15.53,-2.1
K1W8_CD_FS10-14_Gap0.20_Fav0.00_all_all,8,CD,10-14,0.2,0.0,all,all,474,139,-4.37,29.32,684.84,-11.59,4.64,6/15,0.4,-21.88,-6.2
K1W8_CD_FS10-14_Gap0.20_Fav0.30_all_all,8,CD,10-14,0.2,0.3,all,all,474,139,-4.37,29.32,684.84,-11.59,4.64,6/15,0.4,-21.88,-6.2
K1W8_MTH_FS10-12_Gap0.05_Fav0.35_all_midlate,8,MTH,10-12,0.05,0.35,all,midlate,256,102,-4.38,39.84,503.99,-9.21,8.47,6/15,0.4,-17.88,3.3
K1W7_CD_FS11-14_Gap0.22_Fav0.40_all_all,7,CD,11-14,0.22,0.4,all,all,172,35,-4.39,20.35,563.85,-25.55,22.98,6/15,0.4,-26.53,-8.1
K1W8_CD_FS10-13_Gap0.20_Fav0.00_fast_late,8,CD,10-13,0.2,0.0,fast,late,232,73,-4.4,31.47,638.02,-2.73,-6.99,6/15,0.4,-18.44,-7.3
K1W8_CD_FS10-13_Gap0.20_Fav0.30_fast_late,8,CD,10-13,0.2,0.3,fast,late,232,73,-4.4,31.47,638.02,-2.73,-6.99,6/15,0.4,-18.44,-7.3
K1W7_CD_FS11-14_Gap0.20_Fav0.00_all_late,7,CD,11-14,0.2,0.0,all,late,193,39,-4.4,20.21,567.73,-8.56,1.74,6/15,0.4,-14.19,-7.6
K1W7_CD_FS11-14_Gap0.20_Fav0.30_all_late,7,CD,11-14,0.2,0.3,all,late,193,39,-4.4,20.21,567.73,-8.56,1.74,6/15,0.4,-14.19,-7.6
K1W8_CD_FS10-11_Gap0.20_Fav0.00_fast_midlate,8,CD,10-11,0.2,0.0,fast,midlate,213,71,-4.44,33.33,602.0,-10.9,4.21,6/15,0.4,-25.4,-2.5
K1W8_CD_FS10-11_Gap0.20_Fav0.30_fast_midlate,8,CD,10-11,0.2,0.3,fast,midlate,213,71,-4.44,33.33,602.0,-10.9,4.21,6/15,0.4,-25.4,-2.5
K1W8_AQU_FS10-14_Gap0.22_Fav0.40_fast_midlate,8,AQU,10-14,0.22,0.4,fast,midlate,116,46,-4.44,39.66,506.04,-22.75,41.62,6/15,0.4,-22.12,10.6
K1W8_CD_FS10-13_Gap0.20_Fav0.40_fast_all,8,CD,10-13,0.2,0.4,fast,all,251,88,-4.45,35.06,572.33,-16.64,10.44,6/15,0.4,-3.55,-9.2
K1W8_AQU_FS10-13_Gap0.20_Fav0.35_fast_midlate,8,AQU,10-13,0.2,0.35,fast,midlate,166,60,-4.47,36.14,555.05,-21.52,31.9,6/15,0.4,-5.16,-3.0
K1W8_CD_FS10-12_Gap0.22_Fav0.35_all_midlate,8,CD,10-12,0.22,0.35,all,midlate,295,94,-4.5,31.86,629.4,-15.19,11.55,6/15,0.4,-25.42,1.3
K1W8_CD_FS10-14_Gap0.10_Fav0.30_fast_midlate,8,CD,10-14,0.1,0.3,fast,midlate,624,181,-4.54,29.01,691.13,-11.0,6.16,6/15,0.4,-12.33,-2.7
K1W7_AQU_FS11-13_Gap0.05_Fav0.00_all_all,7,AQU,11-13,0.05,0.0,all,all,508,78,-4.54,15.35,746.07,-22.27,30.41,6/15,0.4,-22.48,-2.3
K1W8_KEE_FS10-13_Gap0.10_Fav0.30_fast_midlate,8,KEE,10-13,0.1,0.3,fast,midlate,291,63,-4.55,21.65,925.88,0.24,-15.96,6/15,0.4,-42.87,-13.4
K1W8_MTH_FS10-11_Gap0.22_Fav0.00_all_midlate,8,MTH,10-11,0.22,0.0,all,midlate,142,58,-4.58,40.85,490.59,2.29,-22.09,6/15,0.4,-32.45,8.7
K1W8_MTH_FS10-11_Gap0.22_Fav0.30_all_midlate,8,MTH,10-11,0.22,0.3,all,midlate,142,58,-4.58,40.85,490.59,2.29,-22.09,6/15,0.4,-32.45,8.7
K1W8_MTH_FS10-11_Gap0.22_Fav0.35_all_midlate,8,MTH,10-11,0.22,0.35,all,midlate,142,58,-4.58,40.85,490.59,2.29,-22.09,6/15,0.4,-32.45,8.7
K1W8_CD_FS10-13_Gap0.22_Fav0.35_all_all,8,CD,10-13,0.22,0.35,all,all,378,119,-4.61,31.48,636.34,-14.88,8.66,6/15,0.4,-20.52,-5.6
K1W7_MTH_FS10-11_Gap0.10_Fav0.30_all_all,7,MTH,10-11,0.1,0.3,all,all,437,126,-4.65,28.83,396.84,4.26,-30.51,6/15,0.4,-16.23,-5.3
K1W8_KEE_FS11-14_Gap0.10_Fav0.35_all_all,8,KEE,11-14,0.1,0.35,all,all,235,58,-4.68,24.68,811.02,-16.38,7.12,6/15,0.4,-13.32,-3.6
K1W8_CD_FS10-12_Gap0.05_Fav0.30_fast_late,8,CD,10-12,0.05,0.3,fast,late,489,148,-4.7,30.27,661.23,-10.93,6.77,6/15,0.4,-10.08,-3.3
K1W8_CD_FS10-12_Gap0.20_Fav0.40_fast_all,8,CD,10-12,0.2,0.4,fast,all,250,87,-4.72,34.8,574.96,-17.23,10.44,6/15,0.4,-7.45,-9.6
K1W7_CD_FS11-14_Gap0.22_Fav0.35_all_late,7,CD,11-14,0.22,0.35,all,late,150,32,-4.73,21.33,535.88,-2.31,-8.69,6/15,0.4,-28.42,-2.0
K1W7_CD_FS10-12_Gap0.10_Fav0.30_fast_all,7,CD,10-12,0.1,0.3,fast,all,783,170,-4.76,21.71,526.42,-10.06,3.34,6/15,0.4,-15.47,-7.6
K1W8_AQU_FS10-11_Gap0.05_Fav0.35_fast_midlate,8,AQU,10-11,0.05,0.35,fast,midlate,198,69,-4.8,34.85,573.65,-30.46,58.65,6/15,0.4,-9.13,2.9
K1W8_CD_FS10-14_Gap0.20_Fav0.40_fast_all,8,CD,10-14,0.2,0.4,fast,all,252,88,-4.83,34.92,572.33,-17.24,10.44,6/15,0.4,-3.55,-9.2
K1W7_CD_FS10-11_Gap0.25_Fav0.00_fast_late,7,CD,10-11,0.25,0.0,fast,late,88,25,-4.93,28.41,401.56,7.45,-21.23,6/15,0.4,-18.76,-1.9
K1W7_CD_FS10-11_Gap0.25_Fav0.30_fast_late,7,CD,10-11,0.25,0.3,fast,late,88,25,-4.93,28.41,401.56,7.45,-21.23,6/15,0.4,-18.76,-1.9
K1W7_CD_FS10-11_Gap0.25_Fav0.35_fast_late,7,CD,10-11,0.25,0.35,fast,late,88,25,-4.93,28.41,401.56,7.45,-21.23,6/15,0.4,-18.76,-1.9
K1W8_AQU_FS10-12_Gap0.20_Fav0.00_all_midlate,8,AQU,10-12,0.2,0.0,all,midlate,227,77,-4.97,33.92,588.3,-14.24,14.58,6/15,0.4,-12.05,-8.2
K1W8_AQU_FS10-12_Gap0.20_Fav0.30_all_midlate,8,AQU,10-12,0.2,0.3,all,midlate,227,77,-4.97,33.92,588.3,-14.24,14.58,6/15,0.4,-12.05,-8.2
K1W8_MTH_FS10-11_Gap0.15_Fav0.40_fast_all,8,MTH,10-11,0.15,0.4,fast,all,180,77,-4.97,42.78,466.52,-5.0,-4.88,6/15,0.4,-17.08,-0.7
K1W8_AQU_FS10-12_Gap0.25_Fav0.00_all_midlate,8,AQU,10-12,0.25,0.0,all,midlate,140,52,-4.97,37.14,537.26,-12.78,14.53,6/15,0.4,-16.73,-1.3
K1W8_AQU_FS10-12_Gap0.25_Fav0.30_all_midlate,8,AQU,10-12,0.25,0.3,all,midlate,140,52,-4.97,37.14,537.26,-12.78,14.53,6/15,0.4,-16.73,-1.3
K1W8_AQU_FS10-12_Gap0.25_Fav0.35_all_midlate,8,AQU,10-12,0.25,0.35,all,midlate,140,52,-4.97,37.14,537.26,-12.78,14.53,6/15,0.4,-16.73,-1.3
K1W7_CD_FS10-14_Gap0.10_Fav0.30_fast_all,7,CD,10-14,0.1,0.3,fast,all,794,172,-4.98,21.66,526.39,-10.59,3.56,6/15,0.4,-11.29,-6.9
K1W7_AQU_FS10-11_Gap0.22_Fav0.40_all_late,7,AQU,10-11,0.22,0.4,all,late,86,29,-4.98,33.72,338.14,16.55,-41.31,6/15,0.4,-14.9,-11.9
K1W8_AQU_FS10-14_Gap0.10_Fav0.35_fast_midlate,8,AQU,10-14,0.1,0.35,fast,midlate,235,82,-5.01,34.89,571.66,-33.71,56.22,6/15,0.4,-10.38,4.2
K1W8_MTH_FS10-13_Gap0.05_Fav0.35_all_midlate,8,MTH,10-13,0.05,0.35,all,midlate,258,102,-5.12,39.53,503.99,-9.21,5.46,6/15,0.4,-17.88,2.7
K1W8_MTH_FS10-14_Gap0.05_Fav0.35_all_midlate,8,MTH,10-14,0.05,0.35,all,midlate,258,102,-5.12,39.53,503.99,-9.21,5.46,6/15,0.4,-17.88,2.7
K1W7_CD_FS11-13_Gap0.20_Fav0.40_fast_all,7,CD,11-13,0.2,0.4,fast,all,159,33,-5.13,20.75,548.54,-20.64,15.63,6/15,0.4,-26.53,-7.3
K1W7_AQU_FS11-14_Gap0.05_Fav0.00_all_all,7,AQU,11-14,0.05,0.0,all,all,520,80,-5.14,15.38,739.94,-23.41,29.97,6/15,0.4,-23.92,-4.2
K1W8_AQU_FS10-14_Gap0.25_Fav0.40_all_midlate,8,AQU,10-14,0.25,0.4,all,midlate,134,50,-5.14,37.31,533.87,-16.06,25.73,6/15,0.4,-16.73,-2.9
K1W8_MTH_FS10-11_Gap0.10_Fav0.30_fast_midlate,8,MTH,10-11,0.1,0.3,fast,midlate,288,111,-5.16,38.54,516.76,-8.47,4.43,6/15,0.4,-2.92,-7.5
K1W8_MTH_FS10-11_Gap0.10_Fav0.35_fast_all,8,MTH,10-11,0.1,0.35,fast,all,279,114,-5.17,40.86,487.36,-0.3,-18.42,6/15,0.4,-22.19,-2.3
K1W7_CD_FS10-12_Gap0.15_Fav0.35_all_late,7,CD,10-12,0.15,0.35,all,late,318,74,-5.2,23.27,488.84,-3.19,-8.66,6/15,0.4,-30.06,-3.2
K1W7_KEE_FS11-13_Gap0.10_Fav0.30_fast_all,7,KEE,11-13,0.1,0.3,fast,all,290,52,-5.2,17.93,634.42,-14.31,11.08,6/15,0.4,-2.15,-3.1
K1W8_AQU_FS10-14_Gap0.20_Fav0.35_fast_midlate,8,AQU,10-14,0.2,0.35,fast,midlate,168,61,-5.21,36.31,548.22,-22.21,30.68,6/15,0.4,-5.16,-4.6
K1W8_CD_FS10-14_Gap0.20_Fav0.00_fast_late,8,CD,10-14,0.2,0.0,fast,late,234,73,-5.22,31.2,638.02,-3.41,-8.01,6/15,0.4,-18.44,-7.7
K1W8_CD_FS10-14_Gap0.20_Fav0.30_fast_late,8,CD,10-14,0.2,0.3,fast,late,234,73,-5.22,31.2,638.02,-3.41,-8.01,6/15,0.4,-18.44,-7.7
K1W8_KEE_FS11-14_Gap0.25_Fav0.00_fast_all,8,KEE,11-14,0.25,0.0,fast,all,96,22,-5.22,22.92,868.53,-7.63,-1.2,6/15,0.4,-22.88,2.7
K1W8_KEE_FS11-14_Gap0.25_Fav0.30_fast_all,8,KEE,11-14,0.25,0.3,fast,all,96,22,-5.22,22.92,868.53,-7.63,-1.2,6/15,0.4,-22.88,2.7
K1W8_KEE_FS11-14_Gap0.25_Fav0.35_fast_all,8,KEE,11-14,0.25,0.35,fast,all,96,22,-5.22,22.92,868.53,-7.63,-1.2,6/15,0.4,-22.88,2.7
K1W8_CD_FS10-11_Gap0.20_Fav0.35_fast_midlate,8,CD,10-11,0.2,0.35,fast,midlate,208,70,-5.26,33.65,591.2,-14.8,7.76,6/15,0.4,-25.4,-2.7
K1W7_CD_FS10-14_Gap0.05_Fav0.00_all_all,7,CD,10-14,0.05,0.0,all,all,1882,328,-5.29,17.43,652.08,-2.93,-8.65,6/15,0.4,-11.01,-3.5
K1W8_CD_FS10-12_Gap0.22_Fav0.00_all_all,8,CD,10-12,0.22,0.0,all,all,379,118,-5.29,31.13,638.82,-15.25,7.36,6/15,0.4,-17.58,-7.8
